Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Rubio Rubin,Querétaro,Liga MX,2024/2025,488,Right Centre Forward,Guatemala,29/02/96,0.55,0.55,0.36,0.24,1.48,38,50,4,,0.5,0,0.02,0.37,0,0.02,0.37,0,0,0,0.55,0.38,1.84,0.17,0.37,0,0.37,0,1.11,0,1.11,2.4,0.37,0.12,0.37,0.32,20.84,8.11,0.01,3.14,65.97,2.21,3.32,0.18,0.55,25,0.24,0.36,0.37,0,0.55,38,1.66,0,20.29,10.34,2.95,2.77,0,65.71,15.86,78,2.4,87,0,0,0,15.31,72,0.18,20,50,0.55,0.18,36,68,-4,60.37,1.48,0.36,0.42,14.02,79,5.49,4.98,0.18,0.18,0,0.18,4.24,4.43,0,100,0.18,50,0.18,15,64,21,7,70,22,14.43,13.49,1.05,89,-0.94,15.12,12.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,9,1.84,16,-0.04,0.01,0.03,0.09,,0.09
Rubén Duarte,Pumas UNAM,Liga MX,2024/2025,3009,Left Centre Back,Spain,17/10/95,0,0,0.01,0.03,0.36,0,25,0,,0,0.03,0.05,0.45,0.03,0.04,0.39,0,0.01,0.06,0.03,0.06,0.81,-0.03,0.09,0.06,0.03,67,0.84,0,0.12,0.24,1.59,1.6,2.87,2.44,13.37,6.79,0.03,4.13,32.99,2.78,10.14,2,3.59,79,1.87,3.47,0.99,73,0.54,64,1.47,0.09,10.41,8.83,2.42,1.59,0.24,37,2.93,28,0.93,58,0.21,0,0,42.77,86,4.28,80,58,4.16,6.04,14,77,-8,42.68,5.23,0.31,0.33,33.23,99,4.39,6.76,0.72,0.54,0.18,0.03,0.3,0.84,0.09,42,0.39,41,0.06,28,68,4,31,67,2,22.09,21.94,0.92,90,-0.15,20.29,19.81,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,9,5.01,33,0.13,0.06,0.06,-0.02,,0.23
Rômulo,Tigres UANL,Liga MX,2024/2025,897,Centre Back,Brazil,29/02/00,0,0,0.01,0.05,0.2,0,0,0,,0,0.1,0.03,0.5,0.1,0.03,0.5,0,0,0,0.1,0.04,0.7,0.06,0.2,0,0.2,0,0.9,0,0.9,0.7,0.9,1.07,2.51,2.64,18.26,9.73,0.04,5.32,36.12,3.11,8.33,2.31,3.21,77,2.18,3.26,1.3,54,0.7,64,1.4,0,14.65,14.17,4.01,2.91,0.3,39.31,4.11,28,1.4,48,0.1,0,0,38.42,89,2.61,5,70,3.41,2.81,16,82,-7,43.43,3.41,0.31,0.33,32.2,95,4.48,5.22,0,0,0,0,0.2,0.2,0,,0,,0,21,73,6,27,69,4,20.27,20.07,0.97,96,-0.2,19.58,19.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,7,2.96,22,0.02,0.06,-0.04,-0.02,,0.02
Said Gaytán,Mazatlán,Liga MX,2024/2025,235,Right Defensive Midfielder,Mexico,25/10/04,0,0,0.02,0.02,1.15,0,33,2,,0.01,0,0,0,0,0,0,0,0,0,0,0.02,1.15,-0.02,0.38,0.38,0,100,1.15,0,1.15,1.15,1.15,0.78,0.38,0.46,22.94,12.62,0,4.59,40.11,3.06,6.5,1.53,2.68,80,0.44,1.22,1.15,67,0.38,0,0,0,20.26,13.22,4.21,3.44,0.38,39.76,6.12,30,1.53,44,0,0,0,29.44,79,0.38,13,25,0.38,1.53,24,74,-5,49,2.29,0.15,0.16,30.97,91,5.44,3.82,0.38,0.38,0,0,1.53,1.91,0,0,0,,0,16,78,6,10,90,0,17.83,18.77,0.95,103,0.94,16.94,19.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,11,2.06,22,-0.03,0.05,-0.03,-0.06,,-0.07
Salomón Rondón,Pachuca,Liga MX,2024/2025,3006,Centre Forward,Venezuela,15/09/89,0.45,0.42,0.42,0.14,3.05,14,35,6,100,0.4,0.15,0.11,0.87,0.15,0.11,0.87,0,0,0,0.57,0.53,3.92,0.04,1.8,0.84,0.96,47,0.9,0,1.83,3.17,0.36,0.39,0.57,0.48,17.73,8.47,0.01,3.08,63.97,2.9,4.22,0.39,0.75,59,0.36,0.75,1.2,10,0.27,51,1.56,0,16.17,15.8,2.55,2.78,0.27,66.43,12.82,79,2.28,82,0.09,0,0.03,17.55,73,0.51,14,55,0.87,0.63,26,63,-10,60.09,2.04,0.36,0.69,18.41,77,4.86,5.99,0.69,0.69,0,0.24,5.45,6.14,0.15,0,0,0,0.51,18,64,17,14,77,10,15.34,14.6,0.99,98,-0.75,15.26,14.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,9,3.72,23,-0.02,0.01,0.04,0.04,,0.07
Salvador Mariscal,Santos Laguna,Liga MX,2024/2025,1652,Right Defensive Midfielder,Mexico,21/04/03,0,0,0.04,0.08,0.49,0,11,0,,0,0,0.01,0.22,0,0.01,0.22,0,0,0,0,0.05,0.71,-0.05,0.22,0.05,0.16,25,0.38,0,0.05,0.6,1.53,1.22,1.91,1.95,19.83,10.19,0.06,4.14,36.3,2.67,7.03,1.85,3.38,81,1.89,3.11,1.31,68,0.44,63,1.09,0,16.67,14.42,2.78,3.32,0.44,39.96,4.79,29,1.36,41,0.16,0,0,39.94,90,3.98,11,78,2.45,4.58,13,76,-15,40.77,2.72,0.24,0.27,31.66,98,3.35,3.54,0.11,0.11,0,0,0.98,1.09,0.11,0,0,,0,21,74,5,34,65,2,20.15,19.21,0.97,97,-0.95,19.47,18.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,9,2.7,24,0.04,0.03,0.05,-0.04,,0.07
Salvador Reyes,León,Liga MX,2024/2025,3467,Left Back,Mexico,03/05/98,0.03,0.03,0.02,0.05,0.34,8,31,0,,0.03,0.05,0.05,0.49,0.05,0.05,0.47,0,0,0.03,0.08,0.07,0.83,0.01,1.01,0.36,0.65,36,0.68,0,0.57,1.32,0.75,0.77,1.95,1.79,12.96,6.23,0.02,3.4,34.5,2.36,6.52,1.71,2.47,65,1.76,2.54,0.91,55,0.91,54,0.7,0,10.33,9.64,2,1.53,0.16,38.7,3.04,29,0.93,61,0.1,0,0,32.19,80,2.88,81,56,2.49,4.62,11,66,-14,50.69,4.18,0.26,0.32,28.14,94,5,7.53,0.62,0.57,0.05,0.1,0.91,1.48,0,63,0.52,25,0.1,28,58,13,29,53,18,20.66,19.07,0.92,97,-1.59,19.07,18.48,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,11,3.59,26,0.07,0.06,0.03,0,,0.15
Salvador Rodríguez Morales,Mazatlán,Liga MX,2024/2025,641,Left Wing Back,Mexico,05/08/01,0.14,0.14,0.05,0.19,0.28,50,50,1,,0.12,0,0,0,0,0,0,0,0,0,0.14,0.05,0.28,0.09,0.56,0.14,0.42,25,0.28,0,0.7,0.98,1.26,1.24,2.25,1.73,16.43,8.99,0,3.51,38.56,1.4,6.18,1.69,2.95,55,1.23,2.46,0.98,50,1.4,50,0.84,0,13.76,11.32,2.11,3.23,0.14,44.04,5.06,37,2.25,70,0.28,0,0,28.79,72,0.7,88,23,3.09,2.25,15,50,-22,51.15,2.67,0.22,0.23,23.74,94,4.88,5.62,0.42,0.14,0.28,0,0.84,0.98,0,0,0,0,0,23,61,16,28,50,23,19.54,20.04,0.89,77,0.5,17.32,15.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,9,1.76,15,0.01,0.03,0.01,0.02,,0.07
Saminu Abdullahi,Juárez,Liga MX,2024/2025,69,Left Defensive Midfielder,Nigeria,02/01/01,0,0,0,,0,,,0,,0,1.31,0.15,1.31,1.31,0.15,1.31,0,0,0,1.31,0.15,1.31,1.16,0,0,0,,2.62,0,1.31,1.31,2.62,2.11,1.31,1.06,37.98,28.81,0,9.17,41.69,0,6.55,1.31,3.93,50,0.63,2.75,5.24,0,1.31,0,0,0,31.43,20.59,7.86,6.55,1.31,44.49,13.1,42,5.24,80,1.31,0,0,23.58,72,1.31,0,50,1.31,2.62,6,100,28,57.49,3.93,0.01,0.16,23.58,89,3.62,10.48,0,0,0,0,0,0,0,,0,0,0,17,72,11,25,63,13,18.08,16.67,0.77,100,-1.41,14,16.67,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,17,3.14,27,0.08,0.05,0.03,,,0.16
Samir,Mazatlán,Liga MX,2024/2025,597,Centre Back,Brazil,04/12/94,0,0,0.04,0.07,0.6,0,0,0,,0,0,0.02,0.3,0,0.02,0.3,0,0,0,0,0.06,0.91,-0.06,0.3,0.15,0.15,50,1.06,0,0.3,0.3,1.36,1.15,4.68,3.86,13.28,6.34,0.07,4.83,24.33,1.06,8.15,2.26,3.62,94,2.12,3.27,1.21,67,0.15,72,3.17,0,9.81,8.62,3.02,0.6,0,27.92,0.75,8,0.3,50,0.6,0,0,30.02,90,1.81,67,67,5.13,2.26,17,81,-9,31.88,0.91,0.2,0.29,23.08,98,4.83,1.21,0,0,0,0,1.36,1.36,0.15,,0,,0,19,73,8,38,63,0,20.67,20.26,0.95,99,-0.41,19.64,20.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,9,2.04,19,0.04,0.02,0.12,-0.04,,0.14
Samuel Sosa,Querétaro,Liga MX,2024/2025,726,Centre Forward,Venezuela,16/12/99,0.12,0.12,0.18,0.11,1.61,8,38,3,,0.18,0.12,0.1,1.12,0.12,0.07,0.62,0,0.02,0.5,0.25,0.27,2.73,-0.03,1.61,0.87,0.74,54,1.49,0,1.98,3.47,0,0,0.62,0.43,15.12,5.2,0,2.73,64.17,2.73,3.59,0.12,0.12,25,0.05,0.05,1.61,25,0.37,36,1.12,0,13.63,7.76,2.6,2.6,0.62,65.49,9.91,73,2.35,90,0.5,0,0,13.13,69,1.12,78,50,0.99,1.86,28,58,-11,64.59,1.73,0.23,0.32,16.85,74,6.06,4.58,0.74,0.37,0.37,0.37,4.34,4.71,0,50,0.62,56,0.5,12,61,27,22,51,27,19.25,15.98,0.96,112,-3.27,18.4,17.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,10,2.5,24,-0.1,0,-0.03,0.01,,-0.12
Santiago Damián Homenchenko Bianchi,Pachuca,Liga MX,2024/2025,596,Left Defensive Midfielder,Uruguay,29/08/03,0.15,0.15,0.09,0.04,2.26,7,33,1,,0.11,0,0.02,0.45,0,0.02,0.45,0,0,0,0.15,0.11,2.72,0.04,1.06,0.6,0.45,57,1.06,0,1.36,1.21,0.75,0.95,1.96,2.24,31.99,19.17,0.05,8.15,41.9,5.43,12.53,2.41,3.17,52,2.95,3.9,2.87,32,2.26,59,1.51,0,26.71,32.06,5.73,5.28,0.75,43.63,9.66,36,2.41,46,0.45,0,0,52.82,84,7.39,84,66,3.17,9.96,14,78,-6,48.48,6.94,0.79,0.84,45.27,95,4.61,9.96,0.3,0.15,0.15,0,1.36,1.51,0.15,0,0,0,0,22,71,7,26,70,5,24.49,20.66,0.94,99,-3.83,22.99,20.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,12,7.38,38,0.04,0.08,0.03,-0.11,,0.04
Santiago López,Pumas UNAM,Liga MX,2024/2025,159,Left Midfielder,Mexico,09/06/05,0,0,0,,0,,,0,,0,0,0.01,0.57,0,0.01,0.57,0,0,0,0,0.01,0.57,-0.01,0.57,0.57,0,100,1.13,0,2.26,3.39,0,0,0.57,0.28,30.53,15.27,0,4.52,55.87,2.83,3.96,1.13,1.13,50,0.78,0.78,2.26,33,1.13,0,0,0,27.14,22.3,4.52,3.96,0,56.99,18.09,67,3.39,86,0.57,0,0,11.31,75,0.57,13,33,1.13,1.13,30,83,8,69.65,0,0.16,0.16,14.14,68,5.14,6.22,0,0,0,0,2.83,2.83,0,,0,,1.13,5,55,40,0,55,45,15.02,14.58,0.84,54,-0.44,12.67,7.94,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,5,0.62,4,-0.12,0,-0.02,,,-0.13
Santiago Muñoz,Santos Laguna,Liga MX,2024/2025,1399,Left Midfielder,Mexico,13/08/02,0.13,0.06,0.21,0.12,1.8,4,14,2,100,0.07,0,0.05,0.9,0,0.05,0.9,0,0,0,0.06,0.27,2.7,-0.2,1.99,0.77,1.22,39,3.67,0,2.06,2.77,0.06,0.06,0.26,0.34,15.57,7.33,0.01,2.57,57.29,2.83,4.7,0.58,0.64,50,0.44,0.51,0.9,46,0.58,37,0.9,0,14.09,13.78,2.38,2.77,0.39,58.71,9.07,64,2.32,84,0.06,0,0,22,84,1.54,11,86,0.45,1.61,22,71,-13,54.69,2.32,0.21,0.38,25.92,82,5.32,6.05,0.51,0.51,0,0.06,2.89,3.41,0,13,0.06,33,0.13,9,69,21,12,73,15,17.18,13.6,1.04,115,-3.58,17.78,15.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,2.91,23,-0.03,0.03,0.01,-0.1,,-0.08
Santiago Naveda,Santos Laguna,Liga MX,2024/2025,1061,Left Defensive Midfielder,Mexico,15/04/01,0,0,0.09,0.09,1.02,0,8,1,,0.01,0,0.01,0.17,0,0.01,0.17,0,0,0,0,0.1,1.19,-0.1,0.25,0.17,0.08,67,1.87,0,0.76,0.68,0.42,0.25,0.51,0.29,20.27,11.28,0.01,4.75,39.34,2.12,5.94,1.95,2.37,70,1.48,1.73,1.78,53,0.85,63,1.44,0,16.54,11.42,3.31,2.71,0.17,41.31,5.34,32,1.44,53,0.25,0,0,28.07,87,2.2,11,74,1.1,2.37,19,69,-18,45.99,2.63,0.27,0.3,24.42,95,4.45,4.41,0,0,0,0.08,1.61,1.61,0,,0,0,0.17,16,71,13,21,71,8,18.82,17.61,0.98,98,-1.21,18.53,17.23,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,6,1.65,16,-0.02,0.04,0.04,-0.06,,-0.01
Santiago Núñez,Santos Laguna,Liga MX,2024/2025,890,Right Centre Back,Argentina,28/04/00,0,0,0.07,0.08,0.81,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0.07,0.81,-0.07,0,0,0,,0.3,0,0.1,0.2,1.52,1.08,6.87,4.9,12.43,5.76,0.08,6.17,23.25,1.01,8.59,1.82,3.34,72,1.29,2.36,1.52,50,0.71,67,3.74,0.1,9.1,6.98,2.83,1.21,0.4,30.33,1.21,13,0.4,33,0.3,0,0.1,40.94,84,2.63,14,53,7.28,4.55,8,72,-13,28.97,0.61,0.14,0.17,30.43,99,3.31,0.71,0.1,0.1,0,0.1,1.82,1.92,0.1,0,0,,0.1,26,73,1,43,57,0,22.64,19.76,0.94,104,-2.88,21.23,20.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,5,1.24,12,0.05,0,0.02,-0.06,,0.01
Santiago Ormeño,Puebla,Liga MX,2024/2025,567,Centre Forward,Peru,03/02/94,0.32,0.16,0.25,0.15,1.75,9,36,4,100,0.2,0.16,0.1,0.63,0.16,0.1,0.63,0,0,0,0.32,0.35,2.38,-0.04,0.79,0.63,0.16,80,1.27,0,1.9,2.38,0.32,0.07,0.32,0.08,22.22,10.79,0,2.54,57.06,2.86,4.76,0.32,0.63,67,0.23,0.31,1.11,0,0.16,23,1.9,0.16,20.79,8.93,2.38,4.28,0,58.35,13.49,65,4.13,96,0,0,0,15.39,77,0.32,68,25,0.79,0.79,32,57,-20,58.84,1.27,0.28,0.47,15.87,75,4.98,5.55,0,0,0,0.16,3.49,3.49,0,,0,,0.32,17,60,24,20,69,11,15.83,15.15,0.92,85,-0.68,14.48,12.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,2.02,15,-0.03,-0.07,-0.03,0.07,,-0.06
Santiago Trigos Nava,Pumas UNAM,Liga MX,2024/2025,1113,Right Defensive Midfielder,Mexico,21/01/02,0.08,0.08,0.05,0.13,0.4,20,40,1,,0.04,0.24,0.07,0.4,0.24,0.07,0.4,0,0,0,0.32,0.12,0.81,0.2,1.37,0.65,0.73,47,0.73,0,0.97,1.46,0.97,0.8,1.05,0.66,28.62,13.91,0.03,7.28,39.34,4.04,8,2.75,3.72,72,2.06,2.86,1.86,52,1.05,57,0.65,0,24.09,17.99,5.66,5.25,0.57,41.42,7.68,32,3.31,63,0.16,0,0,36.87,85,2.1,19,65,1.54,2.75,19,78,-8,47.21,3.23,0.29,0.32,32.18,93,4.34,4.93,0.4,0.4,0,0,0.49,0.89,0.08,80,0.32,57,0,19,72,9,20,77,3,18.28,16.78,0.97,102,-1.5,17.72,17.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,11,4.23,34,0.07,0.05,0.04,0.01,,0.16
Saúl Zamora,Guadalajara,Liga MX,2024/2025,16,Left Defensive Midfielder,Mexico,25/03/03,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,0,0,0,0,5.81,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,34.84,100,0,83,,0,0,50,100,0,60.49,0,0,0,40.65,86,8.73,0,0,0,0,0,0,0,0,,0,,0,0,67,33,,,,20.21,13.09,1,100,-7.12,20.21,13.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,-0.08,0.01,,,,-0.06
Sebastián Cáceres,América,Liga MX,2024/2025,2050,Left Centre Back,Uruguay,17/08/99,0,0,0.03,0.1,0.31,0,14,0,,0,0,0.03,0.18,0,0.03,0.18,0,0,0,0,0.06,0.48,-0.06,0.35,0.35,0,100,1.23,0,0.22,0.26,1.4,1.73,3.64,3.89,15.5,7.11,0.07,6.59,28.25,1.8,10.32,2.41,3.82,90,3.24,4.97,0.83,65,0.26,69,2.81,0.04,12.29,15.1,4.17,1.4,0.22,31.39,1.98,16,0.57,41,0.13,0,0,41.14,86,3.82,19,63,4.61,5.09,11,62,-24,32.66,1.67,0.48,0.5,32.27,99,4.56,1.8,0.04,0.04,0,0.04,1.01,1.05,0.09,0,0.04,50,0.13,28,69,2,44,56,0,22.95,22.35,0.94,88,-0.6,21.6,19.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,2.72,21,0.04,0.03,0,-0.03,,0.04
Sebastián Córdova,Tigres UANL,Liga MX,2024/2025,1915,Centre Attacking Midfielder,Mexico,11/06/97,0.09,0.09,0.16,0.08,1.83,5,31,2,,0.13,0.14,0.11,1.83,0.09,0.06,1.03,0.05,0.05,0.8,0.23,0.27,3.67,-0.03,2.35,0.85,1.5,36,1.6,0.05,2.73,4.61,0.7,0.88,0.23,0.28,23.54,10.29,0,5.17,54.86,3.71,6.3,1.64,2.35,65,1.7,2.58,1.6,44,0.89,21,0.7,0,20.3,23.12,4.51,4.18,0.66,55.7,11.98,59,3.43,82,0.09,0,0,29.56,69,2.54,46,48,0.85,4.65,19,64,-5,64.68,5.12,0.39,0.51,33.74,80,5.08,12.69,2.73,1.69,1.03,0.23,4.14,5.83,0.14,24,0.85,25,0.61,19,71,10,23,67,10,19.52,16.65,0.9,96,-2.87,17.67,16.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,10,6.63,39,0.06,0.09,0.01,-0.02,,0.14
Sebastián Emiliano Fierro González,León,Liga MX,2024/2025,245,Left Centre Midfielder,Mexico,16/08/01,0,0,0.01,0.02,0.37,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.37,-0.01,0.37,0,0.37,0,0.37,0,0.37,2.58,0.37,0.27,2.21,1.5,27.96,17.66,0,4.05,45.91,2.94,7.73,1.47,1.84,100,1.15,1.42,1.84,,0,100,0.37,0,24.65,17.23,2.94,3.68,0,49.23,12.14,49,2.58,70,0.74,0,0,35.69,89,5.15,13,82,3.68,4.78,24,79,-10,48.01,3.31,0.25,0.25,32.75,91,2.98,5.52,0,0,0,0,0,0,0,,0,0,0,10,81,9,0,100,0,21.59,21.46,1,106,-0.13,21.61,22.71,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,7,2.13,34,-0.04,0.01,0.03,-0.02,,-0.02
Sebastián Hernández,Querétaro,Liga MX,2024/2025,658,Left Midfielder,Mexico,12/03/04,0,0,0.08,0.08,0.96,0,43,2,,0.12,0,0.05,0.41,0,0.05,0.41,0,0,0,0,0.12,1.37,-0.12,1.91,0.96,0.96,50,0.82,0,1.37,1.78,1.09,0.51,0.82,0.56,20.51,10.8,0.02,2.32,39.13,1.91,4.24,3.01,4.1,88,1.87,2.37,1.91,70,0.41,33,0.82,0,15.59,9.17,2.05,2.19,0.14,41.76,5.74,37,1.37,63,0.55,0,0,20.51,78,1.37,75,63,0.82,2.19,18,67,-11,52.46,1.64,0.21,0.29,20.92,86,3.6,4.24,0.55,0.55,0,0.14,1.64,2.19,0,50,0.27,33,0.27,22,58,20,10,74,16,18.35,14.46,0.98,105,-3.89,17.89,15.14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,9,2.65,21,0,0.02,0.07,0.03,,0.13
Sebastián Jurado,Juárez,Liga MX,2024/2025,2218,Goalkeeper,Mexico,27/09/97,0,0,0,,0,,,0,,0,0,0,0.08,0,0,0.04,0,0,0.04,0,0,0.08,0,0.12,0.12,0,100,0.2,0,0.04,0,0,0,0,0,0.12,0.04,0,6.37,3.17,0.04,3.98,0,0,0,0,0,0.04,67,0.04,,0,0.04,0.08,0.06,0,0.04,0,18.11,0,0,0,0,0.12,0,0,22.69,71,5.11,17,39,2.92,10.31,19,65,-5,12.13,0.89,0.15,0.15,18.83,100,4.92,0.61,0.04,0,0.04,0,0,0,0,0,0,,0,45,55,0,93,7,0,38.9,41.57,0.71,74,2.67,27.67,30.83,1.14,1.09,-0.04,68,69,-1,1.04,3.57,35,10.35,2.04,0.08,0.08,19.68,0,17,4,1.42,12,0.06,0.05,-0.02,,-0.16,-0.07
Sebastián Martínez,Atlético San Luis,Liga MX,2024/2025,7,Right Centre Midfielder,Mexico,24/04/03,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12.98,12.98,,12.98,57.82,0,0,0,0,,0,0,0,,0,,0,0,12.98,14.73,0,12.98,0,73.61,12.98,100,12.98,100,0,0,0,12.98,100,12.98,0,100,0,12.98,0,,,64.89,12.98,0,0,12.98,100,2.42,12.98,0,0,0,0,0,0,0,,0,,0,0,100,0,0,100,0,36.77,,1,,,36.77,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,-0.05,0.01,0.21,,,0.17
Sebastián Olmedo Pereira,Puebla,Liga MX,2024/2025,610,Centre Back,Paraguay,20/06/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.15,0,1.03,0.63,3.84,2.07,12.54,7.23,0.07,4.57,23.64,1.77,8.41,1.77,2.8,71,1.06,1.69,1.62,55,0.74,58,1.62,0,9.15,5.08,2.8,0.74,0,28.62,0.74,8,0,0,0.3,0.15,0,35.7,87,3.84,38,68,5.02,4.43,12,48,-39,33.29,0.44,0.37,0.37,28.18,99,4.1,0.89,0.15,0.15,0,0,0.3,0.44,0,0,0.15,100,0.15,28,70,2,67,33,0,23.37,25.25,0.95,86,1.88,22.31,21.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,8,2.85,20,0,0.03,0,,,0.03
Sebastián Pérez Bouquet Pérez,Juárez,Liga MX,2024/2025,48,Centre Attacking Midfielder,Mexico,21/06/03,0,0,0,,0,,,0,,0,1.86,0.14,1.86,1.86,0.14,1.86,0,0,0,1.86,0.14,1.86,1.72,1.86,1.86,0,100,3.72,0,0,0,0,0,0,0,20.48,16.76,0,7.45,44.42,0,0,1.86,1.86,33,1.14,1.14,0,33,3.72,,0,0,18.62,20.8,7.45,0,0,46.35,7.45,40,0,,0,0,0,26.07,82,0,15,0,0,1.86,0,,,58.11,5.59,0.62,0.76,29.79,100,6.69,9.31,1.86,1.86,0,0,0,1.86,0,0,0,,0,18,71,12,20,80,0,18.58,,0.95,,,17.69,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,6.33,32,0.07,0.07,-0.01,,,0.12
Sebastián Pérez Bouquet Pérez,Atlético San Luis,Liga MX,2024/2025,6,,Mexico,21/06/03,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.68,15.34,15.34,50,15.34,0,15.34,15.34,15.34,11.68,0,0,76.7,61.36,,0,58.15,0,15.34,15.34,30.68,100,11.68,23.36,0,,0,,0,0,61.36,46.73,0,0,0,57.96,61.36,100,0,,0,0,0,15.34,50,0,100,0,0,15.34,50,100,50,38.88,0,0,0,61.36,50,12.55,0,0,0,0,0,0,0,0,,0,,0,0,100,0,,,,20.99,5.28,0.25,100,-15.71,5.28,5.28,0,0,0,0,0,,0,0,,0,0,0,0,0,0,50,0,,,-0.4,-0.03,0.3,,,-0.12
Sebastián Santos Rosales,León,Liga MX,2024/2025,1844,Right Back,Mexico,20/01/03,0.05,0.05,0.03,0.08,0.34,14,43,0,,0.06,0.05,0.04,0.63,0.05,0.04,0.63,0,0,0,0.1,0.07,0.98,0.02,1.9,0.73,1.17,38,0.39,0,1.37,2.05,1.9,1.73,1.56,1.3,23.23,11.08,0.02,5.95,35.67,2.73,6.73,4.1,6,71,3.68,5.41,1.46,57,1.66,63,0.49,0,17.67,16.69,3.9,3.42,0.34,38.25,5.22,30,2.24,66,0,0,0,31.58,78,2.29,13,53,2,3.86,13,73,-5,48.27,2.54,0.22,0.25,29.53,89,4.76,5.81,0.78,0.59,0.2,0.2,1.27,1.85,0,56,0.68,35,0.29,25,63,12,23,57,20,19.81,18.08,0.93,105,-1.73,18.36,19.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,14,2.96,24,0.07,0.01,0.02,0.02,,0.12
